"ProbeID","GeneSymbol","ModuleColor","kME"
"A_23_P82738","RAD54B","blue",1
"A_24_P237927","EEIG2","turquoise",1
"A_33_P3353622","A_33_P3353622","blue",1
"A_33_P3387691","A_33_P3387691","turquoise",1
"A_23_P361744","A_23_P361744","turquoise",1
"A_23_P104151","TMEM69","blue",1
"A_23_P93690","MCM7","blue",1
"A_33_P3247639","A_33_P3247639","blue",1
"A_23_P140170","SEC23A","blue",1
"A_23_P379550","YARS1","blue",1
"A_32_P127350","MIR9-2HG","turquoise",1
"A_33_P3311755","A_33_P3311755","blue",1
"A_23_P68807","A_23_P68807","turquoise",1
"A_23_P209129","LAIR2","turquoise",1
"A_33_P3356846","A_33_P3356846","blue",1
"A_23_P21560","CYRIA","turquoise",1
"A_24_P80500","BDH2","turquoise",1
"A_23_P101480","MAST1","turquoise",1
"A_32_P466514","IRF2BPL","blue",1
"A_23_P149858","ELOVL3","turquoise",1
"A_23_P35645","RBM17","blue",1
"A_33_P3420757","A_33_P3420757","blue",1
"A_23_P360804","CPNE5","blue",1
"A_33_P3489675","A_33_P3489675","blue",1
"A_23_P168847","FBXO16","grey",1
"A_23_P107744","S1PR5","turquoise",1
"A_23_P103720","AGMAT","blue",1
"A_33_P3741059","A_33_P3741059","blue",1
"A_23_P22350","GRAMD2B","turquoise",1
"A_23_P377376","ACTR2","blue",1
"A_33_P3420380","A_33_P3420380","turquoise",1
"A_24_P346587","MTFR1","blue",1
"A_33_P3250680","A_33_P3250680","turquoise",1
"A_33_P3245784","A_33_P3245784","turquoise",1
"A_33_P3892608","A_33_P3892608","turquoise",1
"A_24_P271323","SLC2A10","turquoise",1
"A_24_P9346","SYNGAP1","turquoise",1
"A_33_P3307490","A_33_P3307490","blue",1
"A_23_P214091","LYPLA1","blue",1
"A_23_P7253","LARP1B","turquoise",1
"A_23_P159237","GPR20","turquoise",1
"A_33_P3284586","A_33_P3284586","blue",1
"A_23_P500861","SYNE1","turquoise",1
"A_24_P945059","A_24_P945059","turquoise",1
"A_33_P3347417","A_33_P3347417","turquoise",1
"A_23_P209954","GNLY","turquoise",1
"A_33_P3301915","A_33_P3301915","blue",1
"A_33_P3281552","A_33_P3281552","turquoise",1
"A_24_P156113","EHD2","turquoise",1
"A_33_P3775848","A_33_P3775848","blue",1
"A_33_P3387771","A_33_P3387771","blue",1
"A_33_P3295253","A_33_P3295253","turquoise",1
"A_33_P3370094","A_33_P3370094","turquoise",1
"A_23_P68087","ATIC","turquoise",1
"A_33_P3360972","A_33_P3360972","turquoise",1
"A_24_P101786","A_24_P101786","blue",1
"A_23_P26810","TP53","blue",1
"A_23_P37569","MAN2A2","blue",1
"A_33_P3279426","A_33_P3279426","turquoise",1
"A_32_P210202","E2F7","blue",1
"A_23_P259621","LAT2","turquoise",1
"A_23_P209564","CYBRD1","turquoise",1
"A_23_P214011","CDH6","turquoise",1
"A_24_P390070","SRSF9","blue",1
"A_23_P379614","OIP5","blue",1
"A_24_P333663","MAPK6","blue",1
"A_33_P3225313","A_33_P3225313","blue",1
"A_33_P3724155","A_33_P3724155","blue",1
"A_23_P151653","APEX1","blue",1
"A_23_P215517","KLHL7","blue",1
"A_23_P110957","FOXF2","turquoise",1
"A_23_P133956","KIFC1","blue",1
"A_33_P3328360","A_33_P3328360","turquoise",1
"A_33_P3243439","A_33_P3243439","brown",1
"A_24_P43391","TMEM165","blue",1
"A_33_P3240702","A_33_P3240702","turquoise",1
"A_24_P29594","HBS1L","turquoise",1
"A_33_P3366175","A_33_P3366175","turquoise",1
"A_23_P18806","YIPF5","blue",1
"A_32_P191004","A_32_P191004","turquoise",1
"A_23_P363399","SLC38A1","blue",1
"A_33_P3233906","A_33_P3233906","grey",1
"A_23_P372834","AQP1","turquoise",1
"A_23_P308021","CABP4","blue",1
"A_23_P160689","LRIF1","blue",1
"A_23_P331700","SRRM3","blue",1
"A_24_P125871","RIPK4","turquoise",1
"A_23_P311087","ZNF281","blue",1
"A_24_P291133","UHMK1","blue",1
"A_23_P110276","AFAP1-AS1","turquoise",1
"A_33_P3700794","A_33_P3700794","blue",1
"A_33_P3513023","A_33_P3513023","blue",1
"A_33_P3295917","A_33_P3295917","turquoise",1
"A_33_P3593719","A_33_P3593719","turquoise",1
"A_33_P3214501","A_33_P3214501","blue",1
"A_24_P384397","RAVER1","blue",1
"A_33_P3391865","A_33_P3391865","turquoise",1
"A_23_P50990","CENPO","blue",1
"A_23_P168165","LINC00574","blue",1
"A_32_P34589","RSRC1","blue",1
"A_23_P155147","ZBED4","blue",1
"A_33_P3289391","A_33_P3289391","turquoise",1
"A_24_P246467","ATF2","blue",1
"A_23_P156261","GLRA1","turquoise",1
"A_33_P3251876","A_33_P3251876","turquoise",1
"A_24_P184844","A_24_P184844","turquoise",1
"A_23_P219013","ABCC10","blue",1
"A_33_P3412233","A_33_P3412233","turquoise",1
"A_33_P3255404","A_33_P3255404","turquoise",1
"A_23_P365086","ANKEF1","turquoise",1
"A_33_P3226395","A_33_P3226395","turquoise",1
"A_23_P111797","LOC84214","blue",1
"A_23_P323685","H4C8","turquoise",1
"A_23_P367663","GSN-AS1","turquoise",1
"A_23_P134663","BAALC","turquoise",1
"A_33_P3259557","A_33_P3259557","blue",1
"A_23_P327551","CPNE4","turquoise",1
"A_33_P3228868","A_33_P3228868","blue",1
"A_23_P348159","DST","turquoise",1
"A_33_P3270360","A_33_P3270360","turquoise",1
"A_33_P3841621","A_33_P3841621","turquoise",1
"A_32_P41405","THOC3","blue",1
"A_23_P431410","RBMS1","turquoise",1
"A_23_P424080","YIPF4","blue",1
"A_32_P235159","A_32_P235159","blue",1
"A_33_P3361611","A_33_P3361611","turquoise",1
"A_23_P159907","MAGED4B","turquoise",1
"A_23_P257111","FBP1","blue",1
"A_24_P132950","NAP1L4","blue",1
"A_23_P217109","SLC31A2","turquoise",1
"A_33_P3211739","A_33_P3211739","turquoise",1
"A_33_P3215517","A_33_P3215517","blue",1
"A_23_P119778","SLC39A10","blue",1
"A_23_P135271","A_23_P135271","blue",1
"A_33_P3285430","A_33_P3285430","turquoise",1
"A_33_P3209346","A_33_P3209346","blue",1
"A_23_P66798","KRT19","turquoise",1
"A_23_P139418","GALNT18","turquoise",1
"A_23_P132237","C22orf31","turquoise",1
"A_33_P3239579","A_33_P3239579","blue",1
"A_23_P12554","PKD2L1","turquoise",1
"A_33_P3218960","A_33_P3218960","blue",1
"A_23_P215214","A_23_P215214","turquoise",1
"A_24_P664850","ST8SIA2","blue",1
"A_33_P3312301","A_33_P3312301","turquoise",1
"A_23_P155711","NEIL3","blue",1
"A_32_P232559","PRKCQ-AS1","turquoise",1
"A_24_P411121","TNFRSF18","blue",1
"A_33_P3231187","A_33_P3231187","turquoise",1
"A_33_P3346807","A_33_P3346807","turquoise",1
"A_23_P432626","SLC25A40","blue",1
"A_24_P178503","ABCC9","turquoise",1
"A_33_P3372466","A_33_P3372466","blue",1
"A_23_P21618","PDZRN3","turquoise",1
"A_32_P95067","A_32_P95067","blue",1
"A_24_P932736","A_24_P932736","turquoise",1
"A_33_P3381943","A_33_P3381943","turquoise",1
"A_24_P904903","DDX39B","blue",1
"A_24_P696761","LEMD1","grey",1
"A_33_P3222228","A_33_P3222228","turquoise",1
"A_24_P339429","KCNJ12","turquoise",1
"A_23_P111978","KCNK9","blue",1
"A_33_P3215128","A_33_P3215128","blue",1
"A_24_P276490","LYPLA2","blue",1
"A_23_P315212","NTSR2","turquoise",1
"A_32_P196142","A_32_P196142","turquoise",1
"A_23_P55616","A_23_P55616","turquoise",1
"A_23_P313278","A_23_P313278","turquoise",1
"A_23_P155441","RFT1","blue",1
"A_24_P211151","EXOSC5","blue",1
"A_23_P42897","MGAM","turquoise",1
"A_23_P143857","LRRC3B","turquoise",1
"A_23_P129174","LRRC49","turquoise",1
"A_33_P3243702","A_33_P3243702","blue",1
"A_23_P502142","FYN","turquoise",1
"A_33_P3231761","A_33_P3231761","turquoise",1
"A_33_P3249872","A_33_P3249872","turquoise",1
"A_33_P3340990","A_33_P3340990","blue",1
"A_33_P3262012","A_33_P3262012","turquoise",1
"A_23_P41159","PPP4R2","blue",1
"A_23_P207154","CSH2","turquoise",1
"A_33_P3286929","A_33_P3286929","turquoise",1
"A_33_P3422802","A_33_P3422802","blue",1
"A_33_P3243544","A_33_P3243544","blue",1
"A_32_P206698","CKS1B","blue",1
"A_23_P397480","ABCC13","turquoise",1
"A_23_P155969","PLK4","blue",1
"A_33_P3273369","A_33_P3273369","turquoise",1
"A_33_P3260634","A_33_P3260634","turquoise",1
"A_23_P12405","ESPN","turquoise",1
"A_33_P3403075","A_33_P3403075","turquoise",1
"A_23_P41854","CARD6","turquoise",1
"A_24_P103469","LST1","turquoise",1
"A_24_P200854","HOXA2","turquoise",1
"A_33_P3249982","A_33_P3249982","blue",1
"A_23_P257003","PCSK5","turquoise",1
"A_23_P429998","FOSB","turquoise",1
"A_33_P3245987","A_33_P3245987","turquoise",1
"A_33_P3454679","A_33_P3454679","turquoise",1
"A_33_P3369058","A_33_P3369058","turquoise",1
"A_23_P69699","NPY1R","turquoise",1
"A_24_P382017","RRN3","blue",1
"A_23_P382188","STAP2","turquoise",1
"A_23_P205867","NR2E3","blue",1
"A_33_P3399870","A_33_P3399870","blue",1
"A_33_P3318581","A_33_P3318581","blue",1
"A_32_P95729","FANCI","blue",1
"A_33_P3285945","A_33_P3285945","turquoise",1
"A_23_P26854","ARHGAP44","blue",1
"A_33_P3372840","A_33_P3372840","turquoise",1
"A_33_P3228355","A_33_P3228355","turquoise",1
"A_23_P151046","KLRC1","turquoise",1
"A_33_P3416350","A_33_P3416350","blue",1
"A_23_P139028","POU2F3","blue",1
"A_23_P145529","PKIB","turquoise",1
"A_33_P3388855","A_33_P3388855","blue",1
"A_24_P281636","TRIM64EP","blue",1
"A_32_P227317","A_32_P227317","turquoise",1
"A_32_P152767","SKIDA1","turquoise",1
"A_23_P87742","IFFO1","turquoise",1
"A_33_P3370875","A_33_P3370875","turquoise",1
"A_23_P399501","PKM","blue",1
"A_24_P398500","MPHOSPH9","blue",1
"A_33_P3368049","A_33_P3368049","turquoise",1
"A_33_P3236102","A_33_P3236102","grey",1
"A_24_P97770","ERGIC1","blue",1
"A_23_P436369","FILIP1","turquoise",1
"A_33_P3229953","A_33_P3229953","turquoise",1
"A_32_P453321","ARMH1","blue",1
"A_23_P310460","MDGA1","turquoise",1
"A_33_P3258392","A_33_P3258392","turquoise",1
"A_33_P3276718","A_33_P3276718","turquoise",1
"A_23_P43107","DCSTAMP","turquoise",1
"A_33_P3284858","A_33_P3284858","blue",1
"A_23_P163467","CCDC9B","blue",1
"A_23_P156017","GOLPH3","blue",1
"A_23_P215956","MYC","blue",1
"A_24_P165450","TTLL7","turquoise",1
"A_23_P27133","KRT15","turquoise",1
"A_32_P223189","SUMO1P3","turquoise",1
"A_33_P3846653","A_33_P3846653","turquoise",1
"A_24_P82155","ANKDD1A","turquoise",1
"A_33_P3386995","A_33_P3386995","blue",1
"A_33_P3271176","A_33_P3271176","turquoise",1
"A_33_P3418833","A_33_P3418833","turquoise",1
"A_23_P208302","APOC2","turquoise",1
"A_24_P353794","GALNT2","blue",1
"A_33_P3242649","A_33_P3242649","blue",1
"A_23_P201951","ARID4B","blue",1
"A_24_P148750","SH3BP5","turquoise",1
"A_33_P3366102","A_33_P3366102","blue",1
"A_33_P3288491","A_33_P3288491","turquoise",1
"A_33_P3410650","A_33_P3410650","brown",1
"A_33_P3327086","A_33_P3327086","turquoise",1
"A_32_P204722","A_32_P204722","blue",1
"A_23_P24444","DHCR7","blue",1
"A_23_P101434","NLRP12","turquoise",1
"A_33_P3411848","A_33_P3411848","blue",1
"A_24_P110780","NEXN-AS1","turquoise",1
"A_33_P3343493","A_33_P3343493","turquoise",1
"A_23_P116235","MDK","turquoise",1
"A_33_P3329898","A_33_P3329898","turquoise",1
"A_33_P3408152","A_33_P3408152","turquoise",1
"A_23_P161698","MMP3","turquoise",1
"A_23_P13772","TBX3","turquoise",1
"A_23_P13899","GAPDH","blue",1
"A_33_P3219785","A_33_P3219785","turquoise",1
"A_33_P3265415","A_33_P3265415","blue",1
"A_23_P336644","TOR1AIP2","turquoise",1
"A_33_P3847514","A_33_P3847514","turquoise",1
"A_24_P399888","CENPM","blue",1
"A_23_P436145","LINC02551","turquoise",1
"A_23_P334990","SUDS3","blue",1
"A_32_P34003","A_32_P34003","turquoise",1
"A_33_P3666346","A_33_P3666346","blue",1
"A_23_P502464","NOS2","turquoise",1
"A_23_P342067","UHMK1","blue",1
"A_33_P3381771","A_33_P3381771","blue",1
"A_23_P397910","CBLC","blue",1
"A_23_P44617","COPG1","blue",1
"A_23_P130113","ASGR2","blue",1
"A_23_P9402","CNTFR","turquoise",1
"A_24_P307306","A_24_P307306","blue",1
"A_33_P3358469","A_33_P3358469","turquoise",1
"A_23_P32707","ESPL1","blue",1
"A_23_P315815","NRG1","turquoise",1
"A_33_P3378412","A_33_P3378412","blue",1
"A_23_P105873","TRPC4","turquoise",1
"A_23_P64567","PPME1","blue",1
"A_23_P205789","GABPB1","blue",1
"A_23_P150583","SCGB1A1","brown",1
"A_23_P79628","PSME4","blue",1
"A_33_P3363799","A_33_P3363799","turquoise",1
"A_33_P3220728","A_33_P3220728","blue",1
"A_24_P253723","MIR22HG","turquoise",1
"A_23_P253921","ZKSCAN7","turquoise",1
"A_24_P272967","AVL9","blue",1
"A_23_P386912","UGT2B4","turquoise",1
"A_33_P3286121","A_33_P3286121","turquoise",1
"A_33_P3323019","A_33_P3323019","blue",1
"A_23_P57293","A_23_P57293","turquoise",1
"A_23_P326319","BMERB1","turquoise",1
"A_23_P47004","DHX32","blue",1
"A_33_P3416922","A_33_P3416922","turquoise",1
"A_33_P3374210","A_33_P3374210","blue",1
"A_33_P3351606","A_33_P3351606","blue",1
"A_23_P83175","HACD4","turquoise",1
"A_23_P65918","ITPKA","turquoise",1
"A_24_P397386","LIFR","turquoise",1
"A_24_P282578","SSR2","blue",1
"A_23_P8913","CA2","turquoise",1
"A_33_P3354678","A_33_P3354678","blue",1
"A_33_P3290139","A_33_P3290139","turquoise",1
"A_32_P105549","ANXA8L1","turquoise",1
"A_23_P111402","RSPO3","turquoise",1
"A_23_P60130","MAL2","turquoise",1
"A_33_P3309734","A_33_P3309734","brown",1
"A_23_P204286","MGP","turquoise",1
"A_32_P11096","ZCCHC13","turquoise",1
"A_24_P136161","HNRNPCL1","blue",1
"A_33_P3285299","A_33_P3285299","turquoise",1
"A_23_P147786","RIMS2","turquoise",1
"A_33_P3215933","A_33_P3215933","turquoise",1
"A_33_P3214516","A_33_P3214516","turquoise",1
"A_33_P3227174","A_33_P3227174","blue",1
"A_33_P3380311","A_33_P3380311","turquoise",1
"A_24_P191312","SLC1A4","blue",1
"A_33_P3424057","A_33_P3424057","turquoise",1
"A_33_P3267356","A_33_P3267356","blue",1
"A_23_P6196","SCAND1","blue",1
"A_23_P43276","ADGRA2","turquoise",1
"A_33_P3232562","A_33_P3232562","blue",1
"A_33_P3403429","A_33_P3403429","turquoise",1
"A_33_P3412767","A_33_P3412767","blue",1
"A_23_P252388","SPEF2","brown",1
"A_24_P68183","EGFEM1P","turquoise",1
"A_23_P167096","VEGFC","turquoise",1
"A_24_P53282","CPD","blue",1
"A_24_P296457","PHKG2","blue",1
"A_23_P110266","NDNF","blue",1
"A_23_P122174","XRCC4","turquoise",1
"A_33_P3245218","A_33_P3245218","turquoise",1
"A_33_P3242793","A_33_P3242793","grey",1
"A_23_P42768","A_23_P42768","turquoise",1
"A_23_P143143","ID2","turquoise",1
"A_33_P3403048","A_33_P3403048","blue",1
"A_33_P3427239","A_33_P3427239","blue",1
"A_23_P97736","NCDN","blue",1
"A_23_P301328","A_23_P301328","blue",1
"A_24_P211044","CSH1","brown",1
"A_32_P56249","A_32_P56249","turquoise",1
"A_33_P3389286","A_33_P3389286","turquoise",1
"A_23_P212552","TBL1XR1","blue",1
"A_23_P70445","H3C6","turquoise",1
"A_33_P3349646","A_33_P3349646","blue",1
"A_33_P3393331","A_33_P3393331","grey",1
"A_33_P3366903","A_33_P3366903","blue",1
"A_33_P3231120","A_33_P3231120","blue",1
"A_23_P136232","BPNT2","turquoise",1
"A_33_P3279009","A_33_P3279009","blue",1
"A_33_P3350508","A_33_P3350508","turquoise",1
"A_33_P3420266","A_33_P3420266","turquoise",1
"A_24_P18105","ASPH","blue",1
"A_33_P3298775","A_33_P3298775","turquoise",1
"A_23_P43317","PRDM12","turquoise",1
"A_33_P3410836","A_33_P3410836","turquoise",1
"A_23_P356021","FANCB","blue",1
"A_24_P110242","A_24_P110242","blue",1
"A_23_P354734","PCDHGA8","turquoise",1
"A_23_P66543","PIK3R5","turquoise",1
"A_32_P30905","WDFY4","turquoise",1
"A_24_P919899","ATPAF1","turquoise",1
"A_24_P252043","PTP4A1","blue",1
"A_23_P126416","TIE1","turquoise",1
"A_23_P120467","ZFP64","blue",1
"A_32_P43717","ENTREP1","turquoise",1
"A_33_P3424612","A_33_P3424612","blue",1
"A_24_P289636","A_24_P289636","blue",1
"A_23_P435833","FUBP3","blue",1
"A_33_P3371402","A_33_P3371402","turquoise",1
"A_23_P19624","BMP6","turquoise",1
"A_23_P204304","PTPRO","turquoise",1
"A_33_P3399480","A_33_P3399480","turquoise",1
"A_33_P3287073","A_33_P3287073","blue",1
"A_23_P126120","CENPL","turquoise",1
"A_23_P125829","PGK1","blue",1
"A_23_P417918","PENK","blue",1
"A_33_P3299634","A_33_P3299634","blue",1
"A_23_P79725","COPS7B","blue",1
"A_33_P3255001","A_33_P3255001","turquoise",1
"A_23_P251031","IL13","turquoise",1
"A_23_P161583","NAALAD2","turquoise",1
"A_23_P325040","TMPO","blue",1
"A_33_P3406090","A_33_P3406090","blue",1
"A_33_P3415500","A_33_P3415500","blue",1
"A_33_P3278813","A_33_P3278813","turquoise",1
"A_33_P3267814","A_33_P3267814","blue",1
"A_33_P3354975","A_33_P3354975","turquoise",1
"A_33_P3278951","A_33_P3278951","turquoise",1
"A_23_P71053","PALS2","blue",1
"A_23_P355394","STK32A","grey",1
"A_23_P160881","SMPDL3B","turquoise",1
"A_33_P3220663","A_33_P3220663","blue",1
"A_23_P96965","SYNC","turquoise",1
"A_23_P258221","ABCC5","blue",1
"A_23_P312132","ITGAX","turquoise",1
"A_24_P57367","AHCY","blue",1
"A_33_P3246763","A_33_P3246763","turquoise",1
"A_23_P389919","NSD2","blue",1
"A_23_P397391","FFAR2","blue",1
"A_32_P122940","LINC00205","turquoise",1
"A_23_P74042","ADGRL2","turquoise",1
"A_23_P5679","CFC1","turquoise",1
"A_23_P8938","ADRA1A","turquoise",1
"A_32_P221305","LINC00937","turquoise",1
"A_23_P130376","PIEZO2","turquoise",1
"A_33_P3391455","A_33_P3391455","grey",1
"A_23_P212284","POC1A","blue",1
"A_33_P3238941","A_33_P3238941","turquoise",1
"A_23_P419786","ZNF781","turquoise",1
"A_23_P82412","NSUN5P1","blue",1
"A_23_P390209","IGHG1","blue",1
"A_23_P99292","RAD51AP1","blue",1
"A_33_P3236632","A_33_P3236632","blue",1
"A_23_P34946","UTP25","blue",1
"A_33_P3237891","A_33_P3237891","turquoise",1
"A_23_P308483","MAP3K15","turquoise",1
"A_33_P3399718","A_33_P3399718","blue",1
"A_23_P15734","KRT9","turquoise",1
"A_23_P206077","AEN","blue",1
"A_33_P3839820","A_33_P3839820","turquoise",1
"A_33_P3322115","A_33_P3322115","turquoise",1
"A_32_P194264","CHAC2","blue",1
"A_23_P201066","SUSD4","turquoise",1
"A_23_P4922","ZSWIM9","blue",1
"A_23_P369815","FASLG","turquoise",1
"A_33_P3236157","A_33_P3236157","blue",1
"A_23_P71649","MUSK","turquoise",1
"A_23_P328323","RAVER2","turquoise",1
"A_24_P68068","NANOGP1","turquoise",1
"A_24_P370970","NSL1","turquoise",1
"A_23_P255331","MGARP","turquoise",1
"A_33_P3240532","A_33_P3240532","blue",1
"A_33_P3321050","A_33_P3321050","turquoise",1
"A_33_P3605352","A_33_P3605352","blue",1
"A_33_P3359368","A_33_P3359368","turquoise",1
"A_33_P3334748","A_33_P3334748","grey",1
"A_33_P3267118","A_33_P3267118","turquoise",1
"A_23_P253389","SLC4A2","blue",1
"A_23_P42288","VWA7","blue",1
"A_23_P201483","MAPKAPK2","blue",1
"A_23_P71946","BSPRY","turquoise",1
"A_33_P3372090","A_33_P3372090","turquoise",1
"A_24_P168416","PRDX2","blue",1
"A_33_P3328123","A_33_P3328123","blue",1
"A_33_P3310475","A_33_P3310475","turquoise",1
"A_32_P101031","LYPD1","turquoise",1
"A_33_P3225572","A_33_P3225572","blue",1
"A_23_P254165","RAI2","turquoise",1
"A_33_P3211356","A_33_P3211356","grey",1
"A_33_P3223958","A_33_P3223958","turquoise",1
"A_23_P50946","RAMP1","grey",1
"A_23_P218597","NPAS2","turquoise",1
"A_23_P75769","MS4A4A","turquoise",1
"A_33_P3274184","A_33_P3274184","blue",1
"A_23_P126349","BARHL2","turquoise",1
"A_23_P360744","RAG1","turquoise",1
"A_24_P272515","A_24_P272515","turquoise",1
"A_33_P3256695","A_33_P3256695","blue",1
"A_33_P3212729","A_33_P3212729","turquoise",1
"A_23_P251836","NPY5R","turquoise",1
"A_23_P124108","ITGAM","turquoise",1
"A_23_P36753","ALDH2","blue",1
"A_23_P24244","A_23_P24244","turquoise",1
"A_24_P79755","AKR1A1","blue",1
"A_33_P3526315","A_33_P3526315","blue",1
"A_33_P3321293","A_33_P3321293","blue",1
"A_33_P3629678","A_33_P3629678","blue",1
"A_33_P3281990","A_33_P3281990","turquoise",1
"A_33_P3400578","A_33_P3400578","blue",1
"A_23_P340717","ONECUT1","turquoise",1
"A_24_P72394","RBAK","blue",1
"A_23_P111724","RUNDC3B","turquoise",1
"A_32_P31771","LNPK","blue",1
"A_33_P3217819","A_33_P3217819","blue",1
"A_23_P217428","ARHGAP6","turquoise",1
"A_33_P3421759","A_33_P3421759","blue",1
"A_24_P286898","A_24_P286898","turquoise",1
"A_23_P140876","ABCA3","turquoise",1
"A_24_P227091","KIF11","blue",1
"A_23_P207003","SEPTIN4","turquoise",1
"A_24_P233488","LIF","turquoise",1
"A_23_P41380","ABCE1","blue",1
"A_33_P3214665","A_33_P3214665","turquoise",1
"A_24_P396197","PRKCSH","blue",1
"A_23_P33326","ADRA1B","blue",1
"A_23_P125771","HCFC1","blue",1
"A_23_P160177","ATP1A4","turquoise",1
"A_24_P13381","TRPV4","blue",1
"A_24_P73535","C14orf119","blue",1
"A_23_P69154","GASK1A","turquoise",1
"A_33_P3353941","A_33_P3353941","turquoise",1
"A_24_P68631","H2AC21","turquoise",1
"A_24_P133488","CDCA4","blue",1
"A_23_P53345","BMAL2","blue",1
"A_33_P3294162","A_33_P3294162","blue",1
"A_32_P190416","MAP7","blue",1
"A_24_P135921","A_24_P135921","turquoise",1
"A_23_P396062","RAB40C","blue",1
"A_33_P3312288","A_33_P3312288","blue",1
"A_24_P608268","A_24_P608268","blue",1
"A_33_P3359354","A_33_P3359354","turquoise",1
"A_24_P314451","F8","blue",1
"A_33_P3242543","A_33_P3242543","turquoise",1
"A_33_P3291524","A_33_P3291524","turquoise",1
"A_32_P206479","A_32_P206479","turquoise",1
"A_23_P150648","KCNQ1DN","turquoise",1
"A_33_P3556116","A_33_P3556116","blue",1
"A_23_P500773","MAP3K7","blue",1
"A_24_P36890","RAP1GAP","turquoise",1
"A_23_P407096","ZNF366","turquoise",1
"A_24_P255845","A_24_P255845","blue",1
"A_33_P3270956","A_33_P3270956","grey",1
"A_33_P3346222","A_33_P3346222","turquoise",1
"A_33_P3302662","A_33_P3302662","turquoise",1
"A_23_P340722","XPOT","blue",1
"A_33_P3716128","A_33_P3716128","blue",1
"A_23_P41664","A_23_P41664","turquoise",1
"A_33_P3350972","A_33_P3350972","turquoise",1
"A_23_P337642","ATP2B3","blue",1
"A_23_P402610","PFAS","blue",1
"A_23_P306105","GALNT1","blue",1
"A_33_P3352382","A_33_P3352382","turquoise",1
"A_24_P15898","OBSCN-AS1","turquoise",1
"A_33_P3347452","A_33_P3347452","blue",1
"A_24_P272088","SPTB","turquoise",1
"A_33_P3277437","A_33_P3277437","blue",1
"A_33_P3315929","A_33_P3315929","blue",1
"A_33_P3346806","A_33_P3346806","turquoise",1
"A_23_P417415","ACOT11","turquoise",1
"A_33_P3383471","A_33_P3383471","turquoise",1
"A_24_P142305","HBA2","grey",1
"A_33_P3289596","A_33_P3289596","turquoise",1
"A_24_P44462","TPM1","blue",1
"A_33_P3214119","A_33_P3214119","turquoise",1
"A_23_P22352","FRMD4A","turquoise",1
"A_23_P376372","MARVELD3","turquoise",1
"A_23_P396981","CCDC66","turquoise",1
"A_33_P3391419","A_33_P3391419","turquoise",1
"A_33_P3409844","A_33_P3409844","turquoise",1
"A_23_P315286","R3HDM4","blue",1
"A_33_P3353360","A_33_P3353360","turquoise",1
"A_23_P343411","AGRN","blue",1
"A_24_P166663","CDK6","turquoise",1
"A_32_P180315","CCDC180","brown",1
"A_23_P130653","RTBDN","blue",1
"A_23_P434398","TXLNB","turquoise",1
"A_23_P202104","PPIF","blue",1
"A_23_P139527","HPD","turquoise",1
"A_33_P3270369","A_33_P3270369","blue",1
"A_24_P305784","SPANXB1","turquoise",1
"A_33_P3331233","A_33_P3331233","blue",1
"A_23_P317347","ESCO1","blue",1
"A_33_P3238651","A_33_P3238651","turquoise",1
"A_33_P3333712","A_33_P3333712","blue",1
"A_23_P24457","LRRC4C","turquoise",1
"A_23_P41804","NKD2","turquoise",1
"A_33_P3368188","A_33_P3368188","turquoise",1
"A_33_P3219245","A_33_P3219245","turquoise",1
"A_33_P3251557","A_33_P3251557","turquoise",1
"A_23_P331895","TTYH3","blue",1
"A_33_P3340847","A_33_P3340847","turquoise",1
"A_33_P3255290","A_33_P3255290","turquoise",1
"A_33_P3510335","A_33_P3510335","blue",1
"A_33_P3590259","A_33_P3590259","grey",1
"A_33_P3274194","A_33_P3274194","turquoise",1
"A_23_P19348","CUL7","blue",1
"A_33_P3213617","A_33_P3213617","turquoise",1
"A_33_P3278801","A_33_P3278801","turquoise",1
"A_23_P135184","RALGDS","blue",1
"A_33_P3409904","A_33_P3409904","blue",1
"A_32_P220770","HCG26","turquoise",1
"A_33_P3299319","A_33_P3299319","blue",1
"A_24_P135748","GRTP1","turquoise",1
"A_24_P114249","GALNT3","turquoise",1
"A_33_P3419234","A_33_P3419234","blue",1
"A_33_P3343073","A_33_P3343073","blue",1
"A_33_P3396956","A_33_P3396956","blue",1
"A_23_P214459","PRPH2","turquoise",1
"A_23_P64980","SLC6A13","turquoise",1
"A_32_P102519","FKBP6P2","turquoise",1
"A_33_P3231363","A_33_P3231363","blue",1
"A_23_P364625","LRRC19","blue",1
"A_23_P49657","MYH1","turquoise",1
"A_23_P152234","CMTM2","grey",1
"A_33_P3330443","A_33_P3330443","blue",1
"A_33_P3256957","A_33_P3256957","blue",1
"A_24_P255473","A_24_P255473","blue",1
"A_23_P422933","ARHGAP20","blue",1
"A_33_P3237517","A_33_P3237517","blue",1
"A_23_P23380","ELOVL1","blue",1
"A_23_P253421","AUP1","blue",1
"A_24_P401090","A_24_P401090","blue",1
"A_23_P257583","DENND2A","turquoise",1
"A_33_P3385993","A_33_P3385993","turquoise",1
"A_23_P217280","NOX1","turquoise",1
"A_33_P3247320","A_33_P3247320","turquoise",1
"A_23_P116512","PRR5L","turquoise",1
"A_33_P3759737","A_33_P3759737","turquoise",1
"A_33_P3293675","A_33_P3293675","blue",1
"A_24_P603890","A_24_P603890","blue",1
"A_24_P397107","CDC25A","blue",1
"A_24_P24685","A_24_P24685","turquoise",1
"A_23_P37949","THOC6","blue",1
