"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"A_23_P92730",-2.68106660576922,6.44043971634615,-9.02670034869504,8.92021154108265e-15,1.769701631508e-13,22.9903324374662
"A_23_P142075",-1.35799321153843,12.1314247596154,-9.0197585809086,9.24521647153475e-15,1.83311621024636e-13,22.9549024406766
"A_23_P70991",1.00616407307695,8.52927795384615,9.01948357677311,9.25833231511808e-15,1.83465260016047e-13,22.9534989196388
"A_23_P396328",-1.56620846153844,8.61232925961538,-9.01900449935386,9.28122543361071e-15,1.83812357472257e-13,22.9510538953997
"A_23_P211985",-1.13745070384613,8.06068713076923,-9.01745951286839,9.35543937083989e-15,1.85174860459421e-13,22.9431689961187
"A_23_P64898",-1.42938169999998,7.20185873269231,-9.01485017380443,9.48212662413338e-15,1.87573804625435e-13,22.929852509936
"A_32_P107876",-1.89942751730767,9.78333366826923,-9.01394555238212,9.52644569612783e-15,1.88341522979027e-13,22.9252359812303
"A_33_P3334575",1.36498162115387,9.17752567980769,9.01371377377132,9.53783417822808e-15,1.88457679603682e-13,22.9240531612756
"A_24_P935794",3.06171572307694,4.56146448846154,9.01350013367664,9.54834345088753e-15,1.88556339793003e-13,22.9229629097037
"A_33_P3286958",-2.46542972692306,6.33140014423077,-9.01274198398836,9.58573128746244e-15,1.89185365242107e-13,22.9190939338154
"A_23_P108028",1.0110611769231,9.37022530576923,9.01172715456243,9.63600587989121e-15,1.89958240480001e-13,22.9139151375697
"A_33_P3362208",1.03919601923078,4.27518165192308,9.00786435963967,9.82978660625065e-15,1.93666625683842e-13,22.8942034936291
"A_33_P3402570",-1.02318153846151,10.8894824326923,-9.00340304197634,1.00584356845313e-14,1.98057319702957e-13,22.8714389272001
"A_33_P3245248",1.00445025384617,5.53911749615385,9.00311079219322,1.00735977651246e-14,1.98241676686963e-13,22.8699477263618
"A_23_P57709",-2.59288023076921,8.62171817884615,-9.00040271193613,1.02151835374493e-14,2.00912323855368e-13,22.8561300687076
"A_33_P3379268",-1.79450828461537,5.24767827884615,-8.99924976156684,1.02760638343077e-14,2.01993496289903e-13,22.8502474343473
"A_24_P200000",1.53034777884616,2.99781389711538,8.99901843571432,1.02883222757899e-14,2.02118230088119e-13,22.8490671647242
"A_33_P3299834",-1.0735917153846,7.76920568461538,-8.99850064424753,1.03158140306302e-14,2.02541913273426e-13,22.8464253054405
"A_23_P135132",-1.59622592307692,2.82172077307692,-8.9974882002735,1.03697809238411e-14,2.03484627623227e-13,22.8412597008253
"A_23_P1083",-1.4387773730769,8.11304004038461,-8.99701770700871,1.03949556700793e-14,2.03861600499324e-13,22.8388592153556
"A_23_P50000",1.18911114615387,7.52946696538462,8.99587230061519,1.04564982784307e-14,2.04950963676374e-13,22.8330153476476
"A_33_P3400477",1.72824744615386,3.89978888461538,8.99489243528426,1.05094347835055e-14,2.05870492380842e-13,22.8280161452756
"A_24_P304723",1.34035815576926,10.0637753067308,8.99354216798523,1.05828203165422e-14,2.07189316655418e-13,22.8211272909839
"A_24_P83678",1.54265328846155,4.494169225,8.99307320987046,1.06084270977749e-14,2.07571759292065e-13,22.8187347698983
"A_32_P197561",-1.42835962884613,8.28530654711538,-8.99215811275644,1.06585727827494e-14,2.08314461653929e-13,22.8140661911016
"A_32_P2452",-1.69335685192306,7.79800655865385,-8.9916974923636,1.06839033592217e-14,2.08690210587587e-13,22.8117162526878
"A_32_P215938",-1.26563250961535,11.1223643605769,-8.99061439183086,1.07437024396505e-14,2.09738424040304e-13,22.8061906788715
"A_33_P3338116",-1.22892634615381,11.886889375,-8.98982905069819,1.07872706442608e-14,2.10468762804091e-13,22.8021842147066
"A_23_P382835",-2.12275125961538,4.03270048173077,-8.98867704217896,1.08514994863142e-14,2.11480505667433e-13,22.7963072552384
"A_23_P38795",-1.5165980980769,8.7847631625,-8.98808610183503,1.08845945541462e-14,2.12004612902781e-13,22.7932926161856
"A_23_P208389",-1.06819531538459,8.80611864038462,-8.9879076471956,1.08946085225004e-14,2.12078817269152e-13,22.7923822477916
"A_33_P3262789",2.11531863653848,6.83356694903846,8.98468558016482,1.107700392004e-14,2.15384087029994e-13,22.7759455908378
"A_32_P202438",-1.16919653846153,4.95164457307692,-8.98435961990092,1.10956247751748e-14,2.15623502950427e-13,22.7742828188186
"A_23_P203949",1.36584665384617,6.25053182307692,8.98421884034006,1.11036766223892e-14,2.1565737385405e-13,22.773564683608
"A_23_P208482",-1.57575917884614,7.29908814711539,-8.98318067458036,1.11632344870149e-14,2.16690996291669e-13,22.768268906514
"A_32_P206839",-1.35124682884613,9.31594870096154,-8.98174102487869,1.12463525737812e-14,2.18014138696409e-13,22.7609252523829
"A_23_P64873",-1.47064838461535,13.9354743557692,-8.98166891286615,1.12505321551785e-14,2.18014138696409e-13,22.7605574128941
"A_33_P3255046",1.55917360576925,8.21741823557692,8.98092577489137,1.12936944843688e-14,2.18726548758741e-13,22.7567667280399
"A_23_P123732",-1.12314288461536,9.29158215384615,-8.97939601963988,1.13830651944673e-14,2.20332569389851e-13,22.7489636998018
"A_33_P3387090",-1.75074786923076,5.11739171346154,-8.97804515040579,1.14625715029456e-14,2.21745943228743e-13,22.7420732804356
"A_23_P370569",1.57938404615386,3.61548392307692,8.97539610671695,1.16200946374384e-14,2.24412257057377e-13,22.728561607945
"A_33_P3296067",1.13706600961541,7.7902304375,8.97470341988837,1.16616396390818e-14,2.25087423931527e-13,22.7250285840019
"A_33_P3403107",1.15456274615386,5.59055575961538,8.9744294371364,1.16781130592216e-14,2.25278182112512e-13,22.7236311545871
"A_24_P195286",1.70797763653848,5.03133751826923,8.97264801852057,1.17857898263722e-14,2.27157708770223e-13,22.7145452897547
"A_23_P151150",2.06110108846156,5.09101879807692,8.97259786141036,1.17888358353092e-14,2.27157708770223e-13,22.7142894741044
"A_24_P82032",-1.55612385769229,5.67970103846154,-8.97204459293979,1.18224876267177e-14,2.2767779974315e-13,22.7114676583641
"A_24_P32085",-1.30736457115382,9.34898346442308,-8.96959371448652,1.19727151482384e-14,2.30441059635267e-13,22.6989677978093
"A_33_P3234764",1.14788224615386,4.60824595769231,8.96330696998328,1.23668280076693e-14,2.37892674049611e-13,22.666906435641
"A_23_P309381",1.7335228623077,3.65212477269231,8.96282481725432,1.23975829047208e-14,2.38350155473606e-13,22.6644476558985
"A_33_P3379454",1.81496400192309,3.32898615673077,8.96222890211531,1.2435699766013e-14,2.38948580720417e-13,22.6614087584996
"A_23_P211631",-1.68683462499997,12.5321696682692,-8.96119332519567,1.25022172733174e-14,2.40091737670679e-13,22.656127847296
"A_23_P404698",-2.51724369615383,6.88649306538462,-8.95734650020023,1.27524306991437e-14,2.44759314199231e-13,22.6365117054243
"A_24_P218979",2.1703412096154,4.49493446057692,8.95669099013722,1.27955631819357e-14,2.45449346940577e-13,22.6331691673857
"A_33_P3253596",1.73548436538463,3.28053524423077,8.95293160156652,1.30457560170366e-14,2.49968093010292e-13,22.61400013104
"A_32_P41553",1.04312079807694,5.32559477403846,8.95093456905394,1.31806400587721e-14,2.52269775548156e-13,22.6038177346956
"A_33_P3842556",-1.27085251923074,10.7604326634615,-8.94852756411261,1.33450646633399e-14,2.55273836254587e-13,22.5915453804721
"A_24_P83586",1.47483551346155,4.91740665865385,8.94703246499992,1.34482247035524e-14,2.57103280224571e-13,22.5839226864082
"A_24_P941167",-1.1689301057692,11.3963932740385,-8.94630777430384,1.34985133382005e-14,2.5792044798195e-13,22.5802279442968
"A_23_P8013",1.14955711538465,10.1450712115385,8.94117624777027,1.38600140597506e-14,2.64679810393551e-13,22.5540666424657
"A_23_P250619",-1.07425551346152,9.22505821442308,-8.94104066731361,1.38696951180798e-14,2.64716799676896e-13,22.5533754594804
"A_23_P107735",1.96380736538465,10.2336040673077,8.9402079578999,1.39293024500385e-14,2.6570610806343e-13,22.5491303751574
"A_23_P327698",1.72522962692309,4.28755580384615,8.93930459588174,1.39942562688122e-14,2.66647526218955e-13,22.5445251686084
"A_23_P22647",2.56108625576925,4.46959549711538,8.9376117881836,1.41167876852384e-14,2.6883239746212e-13,22.5358956496259
"A_23_P109026",1.13135329807695,8.41325660096154,8.93642282888505,1.4203487990516e-14,2.70332867472053e-13,22.5298347554648
"A_24_P187799",-1.91906869230768,5.77331133653846,-8.93573230682301,1.42540852742811e-14,2.71144906472316e-13,22.5263147670745
"A_24_P941217",2.06039029038464,7.93033841634615,8.93275092862655,1.44746146360633e-14,2.75186736431897e-13,22.5111173800077
"A_23_P45699",1.37888536346156,8.71880219326923,8.92887727314611,1.47662358830284e-14,2.80419022883088e-13,22.4913726713821
"A_23_P166154",-2.54893249038461,4.81092423557692,-8.92805784576311,1.48286720332144e-14,2.81448359861947e-13,22.4871960507343
"A_33_P3283974",1.39824787692309,3.08401666538462,8.92769522323747,1.48563859877698e-14,2.81783579425278e-13,22.4853477803373
"A_33_P3278043",2.1833200346154,4.73688026346154,8.92761112733446,1.48628205161565e-14,2.81783579425278e-13,22.484919148802
"A_33_P3380331",1.16970446538463,5.02821819230769,8.92744645416114,1.48754283999009e-14,2.81866279930052e-13,22.4840798215394
"A_33_P3866631",-1.54935684230766,10.7556996269231,-8.92511297828051,1.50552373706953e-14,2.85115334649572e-13,22.4721864855589
"A_23_P30464",1.0366930846154,5.84376716730769,8.92486925872985,1.50741420826965e-14,2.85315281734671e-13,22.4709443117368
"A_23_P145376",1.13785684807694,5.67298402403846,8.92407842018019,1.51356486618351e-14,2.86320906589657e-13,22.4669136488894
"A_33_P3398386",-1.95778382499999,3.80545566057692,-8.92135739324513,1.53491921319737e-14,2.90033683231832e-13,22.4530457695496
"A_33_P3271196",-1.07943209230768,6.51980023653846,-8.92125394536318,1.53573696471818e-14,2.90033683231832e-13,22.4525185522952
"A_33_P3360341",-1.87541136730768,4.47983032788462,-8.92063301923712,1.54065450211291e-14,2.90801727475017e-13,22.4493540487743
"A_33_P3317942",-3.58924599423076,5.3119949125,-8.92011139723586,1.54479771943077e-14,2.91422850128598e-13,22.4466956641094
"A_24_P99090",2.22922239000001,3.18121780884615,8.91797514847238,1.56188211411746e-14,2.94483266998771e-13,22.4358087432494
"A_23_P2683",1.1820489769231,7.79600981923077,8.9153026552759,1.58352065162852e-14,2.98234085039216e-13,22.4221894641943
"A_24_P233850",1.77025208076925,6.40469039423077,8.91475472192774,1.58799393906571e-14,2.98911876757065e-13,22.419397211682
"A_23_P44581",1.45112015961541,7.35125363365385,8.91373972328596,1.5963136385678e-14,3.00312543242506e-13,22.4142248690049
"A_33_P3256510",1.77765566153848,4.59828263846154,8.91310724527711,1.6015198801673e-14,3.01126259976672e-13,22.4110018575493
"A_32_P494790",-2.42474998076922,4.21399546538462,-8.91072392802053,1.62129075738603e-14,3.0450869208641e-13,22.3988571136237
"A_24_P160413",-1.30805077884612,10.7999774086538,-8.90954467621579,1.63116311399047e-14,3.06026612105028e-13,22.3928481257689
"A_32_P186226",1.53814222500002,4.25634659903846,8.90820798561064,1.64242602264808e-14,3.07970645815575e-13,22.3860370238768
"A_23_P215048",-1.91989402115382,8.40754683557692,-8.90779608149608,1.64591232155789e-14,3.0845515837617e-13,22.3839381959154
"A_33_P3319150",-3.4275156826923,5.04024929903846,-8.9075816636717,1.6477300442382e-14,3.08626608779147e-13,22.3828456504266
"A_33_P3501900",-1.51878875769229,7.28864375,-8.90636481573799,1.65808383755639e-14,3.10225943181117e-13,22.3766453858323
"A_23_P252062",-1.69139846153844,7.32881633076923,-8.90590246462503,1.66203483411158e-14,3.10795058722298e-13,22.3742895757808
"A_33_P3375809",-1.42786803269228,8.98232948365385,-8.9053309295699,1.66693183691643e-14,3.1137011465199e-13,22.371377465512
"A_23_P79360",-2.06593650384613,10.0102042,-8.90501598531345,1.66963647646859e-14,3.11704990033456e-13,22.3697727586803
"A_33_P3217238",1.28363750384618,7.85885338076923,8.90351225804882,1.68261046198017e-14,3.13955640949062e-13,22.3621110601502
"A_24_P215653",-1.2407464230769,8.35782614423077,-8.89923641670993,1.72005399974262e-14,3.20767080595756e-13,22.3403260187976
"A_24_P381224",1.14177903846157,11.1637650576923,8.89768800229992,1.73381746541119e-14,3.2307818881021e-13,22.3324373333319
"A_33_P3374087",-1.38579783346153,3.01065004673077,-8.89762977453931,1.73433717481419e-14,3.2307818881021e-13,22.3321406848224
"A_33_P3267296",1.38497682884618,10.1757212490385,8.89591298967333,1.74973028768978e-14,3.25768139564813e-13,22.3233944317668
"A_33_P3267460",-2.00316485961538,4.12170207211538,-8.89308740234311,1.77536244604801e-14,3.30360449065101e-13,22.3089998276646
"A_33_P3262560",-1.46983557115383,5.56005091442308,-8.89271318296607,1.77878512182805e-14,3.30817256906683e-13,22.3070934604621
"A_33_P3867534",1.7817738346154,3.71285919615385,8.88750071643326,1.82714918602389e-14,3.39627192092739e-13,22.2805409964633
"A_33_P3303355",1.3076414019231,7.49962479134615,8.88438137038077,1.85671713967528e-14,3.44561139986537e-13,22.2646519773751
"A_23_P330461",1.88443910000002,6.22734628269231,8.8834623344082,1.8655192515347e-14,3.46006752985408e-13,22.2599708288474
"A_33_P3327592",-1.1384941057692,11.7289645721154,-8.88294279963406,1.87051352145521e-14,3.46686215099972e-13,22.2573245861441
"A_23_P424561",2.13926521346155,4.71128442403846,8.88276505461596,1.87222523790934e-14,3.46686215099972e-13,22.2564192494294
"A_24_P655849",-1.72541628846152,7.11849500192308,-8.88239484153483,1.87579547362561e-14,3.47031565218597e-13,22.2545335928367
"A_33_P3364379",1.38578458653848,6.57441603942308,8.88236115427255,1.87612068140294e-14,3.47031565218597e-13,22.2543620094656
"A_33_P3303951",1.10539297500002,6.14236619711538,8.88060104257539,1.89319078058233e-14,3.49999677948328e-13,22.2453971468324
"A_23_P204079",-1.17142937499998,9.21446542788462,-8.88037395684593,1.89540437908592e-14,3.50219502109697e-13,22.2442405379406
"A_33_P3384462",-1.94594075769229,6.72187562307692,-8.87616157819013,1.93693728043891e-14,3.57700308250909e-13,22.2227865006433
"A_33_P3333982",-1.64498055192305,9.36054829134615,-8.87580596030003,1.94048484740758e-14,3.58161952154068e-13,22.2209753702694
"A_33_P3261982",2.03828750576924,3.07302267980769,8.87379101681853,1.9607082105585e-14,3.61699345717869e-13,22.2107136324512
"A_23_P423309",-1.21785286730768,4.8684255625,-8.87287719567236,1.96994910031993e-14,3.63208037196527e-13,22.2060598157693
"A_33_P3239569",1.45189989038463,4.81659446057692,8.87217583488921,1.97707096489317e-14,3.64324618829882e-13,22.2024880412186
"A_33_P3323599",3.65165232307694,3.64831630961538,8.87189450051235,1.97993494404631e-14,3.64655798450081e-13,22.2010553189552
"A_33_P3412016",2.05009291538463,2.87033085769231,8.87000395234539,1.99928831159576e-14,3.67823855518179e-13,22.1914276857587
"A_23_P99386",1.96778467769232,3.29112046692308,8.86520908628072,2.04922315128062e-14,3.76605349356051e-13,22.1670110745372
"A_33_P3370881",1.04603715576925,6.10939464134615,8.85827878968846,2.12360287257171e-14,3.8985562294908e-13,22.1317236118327
"A_33_P3571254",-1.33408814807691,6.63845753557692,-8.85749362082756,2.13219773285178e-14,3.91223376822719e-13,22.1277259591378
"A_24_P122524",1.44113611153848,7.94100009807692,8.85720632308026,2.13535130285473e-14,3.91591811080918e-13,22.1262632077949
"A_24_P243749",-2.51841163461536,9.62271681730769,-8.85626188367137,2.14575090951715e-14,3.93287953565816e-13,22.1214547243701
"A_33_P3378435",-1.52890450961538,2.63655845865385,-8.85554523935064,2.1536758634482e-14,3.94528949840566e-13,22.1178060766415
"A_33_P3248245",-3.26562856538461,4.08169056153846,-8.85537714463779,2.15553894770496e-14,3.94658745845735e-13,22.1169502628911
"A_24_P332623",1.20949584615387,9.09234101923077,8.84938705966604,2.22298994703573e-14,4.0679049978331e-13,22.0864546889074
"A_23_P370989",1.43336398846157,9.04435599038461,8.84829407271127,2.23552262035846e-14,4.08865006590227e-13,22.0808905986639
"A_23_P163306",-1.71103399230767,10.7771863211538,-8.84602488367259,2.26176760010154e-14,4.13222885485146e-13,22.0693391052794
"A_33_P3308219",-2.22051537307691,5.57348054807692,-8.84555115137501,2.26728534142878e-14,4.14009694583655e-13,22.066927585265
"A_32_P112592",-1.77957441923075,8.81013119423077,-8.84229042524977,2.30563018729979e-14,4.2078674155082e-13,22.0503294564035
"A_33_P3329428",-1.67498212961538,2.29800508326923,-8.84077646954851,2.32365287981958e-14,4.23849660570292e-13,22.0426232392445
"A_33_P3383561",-2.56526956153845,4.39435770769231,-8.83929227274176,2.34145767701647e-14,4.26869588125089e-13,22.0350686815695
"A_24_P306594",-2.9095562403846,7.74915438557692,-8.83877488075839,2.34769636778824e-14,4.27778810981372e-13,22.0324352004549
"A_23_P110624",-1.76346533653845,4.73671826634615,-8.83636275794507,2.37700113726122e-14,4.32887745737881e-13,22.0201579923157
"A_23_P393777",-1.35972344230768,6.08933655,-8.83584389075725,2.38335234803805e-14,4.33813276426969e-13,22.0175171280274
"A_23_P305205",1.70328964038464,5.50544608942308,8.83400969670192,2.4059398115522e-14,4.37226159374211e-13,22.0081818586206
"A_23_P323751",2.70146497115387,6.71977156442308,8.83222165330933,2.4281644047505e-14,4.41030519912786e-13,21.9990817446227
"A_24_P116710",-1.84420693846153,2.97023449807692,-8.83008013229138,2.45505215854589e-14,4.45677365563325e-13,21.98818298147
"A_23_P390518",1.67721738076924,4.02309538653846,8.82952485769718,2.46207221947607e-14,4.46689681539946e-13,21.9853571053365
"A_24_P264943",2.51351838269233,7.77361247019231,8.82943247507245,2.46324210778106e-14,4.46689681539946e-13,21.9848869587163
"A_33_P3297444",-1.06175599999997,10.6874651730769,-8.82760093229622,2.48655064521901e-14,4.5043858349508e-13,21.9755661572004
"A_23_P363174",1.64818241538463,3.20947084230769,8.82662762390044,2.49902650228023e-14,4.52402526404916e-13,21.9706130617101
"A_23_P200741",-1.77069399999998,10.0907269326923,-8.82654883689712,2.50003911996866e-14,4.52402526404916e-13,21.9702121238452
"A_33_P3445679",-2.39204564999999,6.17306374038461,-8.82433289104871,2.52868798510561e-14,4.57344663464894e-13,21.9589356460575
"A_23_P157736",-1.12782198076921,7.27794564423077,-8.82269825952287,2.55003092932416e-14,4.60960905642982e-13,21.9506176161343
"A_23_P208208",-1.41374202115383,5.55224032211538,-8.82255543346331,2.55190428238032e-14,4.61055729834073e-13,21.9498908382177
"A_23_P215461",1.48477991730771,6.58852653942308,8.82076840240106,2.5754598950866e-14,4.64820198488624e-13,21.9407975809359
"A_23_P95165",1.16351970192309,4.80129325096154,8.8159352220303,2.64025993251851e-14,4.76051577855442e-13,21.9162054197899
"A_23_P70968",-1.48049034038459,8.8166100125,-8.81591933082264,2.64047565051025e-14,4.76051577855442e-13,21.9161245654728
"A_24_P320545",1.42125132884617,5.87851584326923,8.8156952176766,2.64351978617353e-14,4.76349166319292e-13,21.9149842821274
"A_23_P87879",-1.78458169999998,10.2167447653846,-8.81541291722509,2.64735926267778e-14,4.76789682171309e-13,21.9135479489126
"A_33_P3270059",-1.39610770192307,2.35833791634615,-8.81445989396858,2.6603621418362e-14,4.78879194809831e-13,21.9086990548912
"A_33_P3376821",-1.60925926923074,10.671049875,-8.81416747704832,2.66436457950296e-14,4.79347233795524e-13,21.9072112800293
"A_23_P130815",-1.64796363461538,3.95879821730769,-8.81140097620659,2.70252926045686e-14,4.8570219616297e-13,21.8931360818493
"A_23_P424582",-1.13554092884613,8.27001783942308,-8.81022386064616,2.71893277208882e-14,4.88177269348465e-13,21.8871474363466
"A_33_P3277890",2.39059481730771,5.37958266634615,8.81020780168442,2.7191572443597e-14,4.88177269348465e-13,21.8870657362321
"A_33_P3282205",-2.16605226730768,3.78586917980769,-8.8100879500305,2.72083311526388e-14,4.88221723774621e-13,21.8864559905368
"A_23_P29036",1.2282202269231,8.52352297115385,8.80981908126836,2.72459642183709e-14,4.88640500984561e-13,21.8850881242167
"A_32_P227605",-2.48920006730768,4.73315612019231,-8.8070861344177,2.76314472708696e-14,4.95294054567455e-13,21.8711846398571
"A_33_P3225625",-1.72681540576922,6.37250019519231,-8.80430733596943,2.80289738905026e-14,5.01802937358119e-13,21.8570485409981
"A_33_P3275751",-1.01042836538459,11.7234360192308,-8.80007558033509,2.86453380389855e-14,5.12125308675021e-13,21.8355223261119
"A_33_P3297853",-2.52100608653845,4.90200605480769,-8.79980139649543,2.86857365244811e-14,5.12579472878378e-13,21.8341276525744
"A_23_P91829",1.55496352692309,5.02746393269231,8.79916227891822,2.87801253507161e-14,5.13997400660151e-13,21.8308767186475
"A_24_P106542",-2.18269557692306,7.18061214038462,-8.79761618362948,2.90097449546835e-14,5.17827734614071e-13,21.823012498276
"A_24_P334300",-2.05615169807691,5.60586895673077,-8.79442371152978,2.94896739061547e-14,5.25571179944779e-13,21.8067746217767
"A_33_P3348395",-2.51674181730768,4.5802277625,-8.79293674009882,2.97159069859081e-14,5.29327174830274e-13,21.7992117343114
"A_23_P355776",-1.31091934615383,5.10138748269231,-8.791826814621,2.98859021832204e-14,5.31801038172317e-13,21.7935666644239
"A_24_P8109",1.44624346346155,4.14476563365385,8.79120728442841,2.99812101923747e-14,5.3321941103327e-13,21.790415786055
"A_33_P3216098",2.1288911798077,2.70245992548077,8.78998918404817,3.01694863622388e-14,5.36288898762563e-13,21.7842207263157
"A_23_P202810",2.5930805269231,6.57328281346154,8.78921235522348,3.02901723980726e-14,5.38154346716901e-13,21.7802699683293
"A_24_P391526",1.26747923846157,9.63815260192308,8.78821438344606,3.04459212983841e-14,5.4064048194424e-13,21.7751946085715
"A_32_P21474",-1.02776431153844,8.22860903846154,-8.78460490314009,3.10159329781462e-14,5.5047644703633e-13,21.7568386829312
"A_23_P16189",-2.22545430384614,4.53321940384615,-8.78180679080719,3.14651239916754e-14,5.58158969074956e-13,21.7426097240927
"A_33_P3209283",-1.98554530961538,3.19263691826923,-8.78115133384427,3.15712810750939e-14,5.59751608397268e-13,21.7392766927823
"A_23_P34983",1.10813050961542,11.3520037836538,8.78091504175043,3.16096381903278e-14,5.60141141658878e-13,21.7380751448424
"A_33_P3377229",-1.31280122499998,6.09046351442308,-8.77989030694767,3.17765210224781e-14,5.62806641508481e-13,21.7328644129248
"A_23_P49865",1.43706391730771,5.59215018942308,8.77758282847964,3.21555278560844e-14,5.69224447801415e-13,21.7211313188813
"A_33_P3276222",1.24332345769233,8.04695664615385,8.77224508405955,3.30496219807669e-14,5.84749082902979e-13,21.6939916674548
"A_24_P194748",1.00015991730771,5.35933983942308,8.77035829373688,3.33715612004659e-14,5.90139718838866e-13,21.684398915496
"A_33_P3398005",1.05702030576925,5.16707702019231,8.7695511050471,3.35102433584615e-14,5.92285754251443e-13,21.6802951306518
"A_23_P92196",1.68495053269232,3.86486058557692,8.76936278535906,3.35426809271402e-14,5.92552693608493e-13,21.6793377128002
"A_23_P41304",-1.09649961153845,4.98599585192308,-8.76686086550998,3.39766125491942e-14,5.99908340273298e-13,21.666618239635
"A_33_P3272628",-1.26398334423076,5.52406412788461,-8.76671994676697,3.40012192457725e-14,6.00032874278907e-13,21.6659018412526
"A_23_P433132",1.5777806942308,8.18335031826923,8.76453040081323,3.43858402233317e-14,6.0650731494022e-13,21.6547709186444
"A_24_P67681",1.52021278653849,7.39640785673077,8.7642439198913,3.44364840267031e-14,6.07087330317066e-13,21.6533145761757
"A_32_P355396",-1.70148560769228,9.03648012115385,-8.76365485616853,3.45408518947161e-14,6.08299814691952e-13,21.6503200590688
"A_23_P115519",1.87192941538463,4.92040327115385,8.76155410816467,3.49156281251089e-14,6.14527495384838e-13,21.6396411135543
"A_23_P94800",-1.3761622307692,12.1504987980769,-8.76147159514896,3.49304310193002e-14,6.14527495384838e-13,21.6392216746993
"A_24_P38895",1.46069431730773,10.8635502067308,8.76056223891661,3.50939852309109e-14,6.16482464504433e-13,21.6345991790364
"A_33_P3280521",-1.8370988480769,7.76264510480769,-8.76055296046018,3.50956579564587e-14,6.16482464504433e-13,21.6345520145904
"A_23_P170649",-2.42423258461537,5.64935644230769,-8.75980100564465,3.5231485414251e-14,6.18550521784973e-13,21.6307296872036
"ERCC-00062_278",1.87898086346155,3.63321849134615,8.75917582920309,3.53448115044737e-14,6.20221607627014e-13,21.6275518360553
"A_33_P3219682",1.41785753076925,7.14924055576923,8.75713574447565,3.57171529388292e-14,6.26112532773332e-13,21.6171820667271
"A_24_P367645",2.94528711634617,3.87815454855769,8.75576690711618,3.59691729001156e-14,6.3020719489731e-13,21.6102244601925
"A_24_P220485",-1.50309221730767,9.66191351634615,-8.75537052356707,3.60424825136361e-14,6.31168124878905e-13,21.6082097296867
"A_33_P3355747",-1.302285875,2.38747404519231,-8.75458148888409,3.61888551377222e-14,6.33406879248725e-13,21.6041992811441
"A_33_P3391290",2.62914527500002,4.7227333875,8.75349881823474,3.63906647173714e-14,6.36613148430862e-13,21.5986964507023
"A_23_P15654",1.23578713846156,6.76786086153846,8.75245962342787,3.65854256610815e-14,6.39527946601572e-13,21.5934146903216
"A_23_P421811",-1.74430948653844,7.13575757211538,-8.75241027038461,3.65947009786348e-14,6.39527946601572e-13,21.5931638533569
"A_33_P3351879",-1.50167911538461,3.06156067692308,-8.75135470531907,3.67936441475716e-14,6.4267610521024e-13,21.5877989930831
"A_33_P3336686",-2.04323865961536,10.0856093336538,-8.74843557520134,3.73494468593962e-14,6.51718296066738e-13,21.5729631660121
"A_33_P3735158",-1.46552254423075,7.49648247019231,-8.74327329348616,3.83529139895096e-14,6.68545466039472e-13,21.5467288809871
"A_23_P126582",-2.15701107884615,3.42947173942308,-8.7427460752754,3.84568976519475e-14,6.70016377388645e-13,21.5440497360208
"A_33_P3267607",-1.5117307153846,4.92623466538461,-8.74255589231894,3.84944765280702e-14,6.70329440223649e-13,21.5430832965438
"A_33_P3375140",-1.62347768942306,5.58935229759615,-8.74152851511865,3.86981133260022e-14,6.73532386875119e-13,21.5378626014156
"A_23_P209200",1.4883514019231,8.03297572980769,8.73889844526218,3.92243275477147e-14,6.82343607411466e-13,21.5244981331379
"A_33_P3398667",1.02463154038463,3.36801442596154,8.73854605464398,3.92953723146684e-14,6.83231796455906e-13,21.522707538407
"A_23_P345692",-1.49999701346152,6.32091459326923,-8.73707328910284,3.95936847516721e-14,6.88068594746521e-13,21.51522412786
"A_23_P45970",1.03008602884618,7.41890375480769,8.73689092629217,3.96307795477044e-14,6.88363281137794e-13,21.5142975202203
"A_33_P3319022",-1.64248215384615,3.15403370961538,-8.73520769710978,3.99748086592824e-14,6.93986228745683e-13,21.5057449691121
"A_33_P3307795",-1.31578393461537,4.34918586153846,-8.7350306903603,4.00111589897711e-14,6.94264694287993e-13,21.5048456059472
"A_24_P532180",-1.73017015192306,5.98025114134615,-8.73365943443325,4.02938806074782e-14,6.98815687876929e-13,21.4978784132041
"A_23_P110504",1.02526817307695,10.1357876057692,8.73074380968301,4.09016523925503e-14,7.08996543475937e-13,21.4830650248947
"A_24_P67395",2.04985376730771,6.23425108365385,8.72980147036756,4.11000337950197e-14,7.1171350314851e-13,21.4782774542734
"A_33_P3327657",2.11401252403847,2.46179184759615,8.72921396341153,4.1224200988932e-14,7.13502208812488e-13,21.4752926560258
"A_23_P66664",1.11327056730771,5.26954672403846,8.72908915573235,4.12506267043423e-14,7.13598265503307e-13,21.4746585811863
"A_23_P53137",-3.65712692115383,5.83888287788462,-8.72673065514807,4.17531824559117e-14,7.21926674704314e-13,21.4626766840246
"A_33_P3239714",-1.34041930057692,2.02638564971154,-8.72658017721886,4.17854530610717e-14,7.22119384219724e-13,21.4619122276864
"A_33_P3382999",-2.3185404876923,3.14200286,-8.72259900749854,4.26483214184199e-14,7.36658701892798e-13,21.4416878793484
"A_32_P19294",-2.20514384999999,5.80152738461538,-8.71954871099338,4.33214336017676e-14,7.47529815653317e-13,21.4261933440014
