"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"A_24_P154868",-2.32149578076922,5.00011425576923,-6.32747769183953,6.13764251224806e-09,3.72718127546945e-08,9.73303314434967
"A_33_P3256565",-1.15152714999999,3.50000466153846,-6.32686116391959,6.15543686200337e-09,3.73665953212327e-08,9.73019484385282
"A_33_P3248765",1.36447412692309,5.77639121730769,6.32580846686249,6.18593769994141e-09,3.75450831670982e-08,9.72534884370857
"A_33_P3331193",1.5956925769231,6.79056201923077,6.32431857908652,6.2293606358997e-09,3.77952138120269e-08,9.71849089011072
"A_23_P342641",1.17809919423078,2.10756842788462,6.32393579518415,6.24056536920723e-09,3.78564766664793e-08,9.71672905243479
"A_33_P3398822",1.46476646711539,2.78716174721154,6.32373721655322,6.2463859306795e-09,3.78850621484062e-08,9.71581507429414
"A_23_P372848",-1.48520460769229,6.03441123846154,-6.3233446940694,6.25790695996043e-09,3.79482053596465e-08,9.7140084878226
"A_24_P205364",1.30111247115386,4.1222085625,6.32319968922309,6.26216833405517e-09,3.79673111321405e-08,9.7133411150667
"A_23_P107322",-1.07028337499998,8.65090879326923,-6.32303438612109,6.26702972045910e-09,3.79900473371969e-08,9.7125803296289
"A_32_P65589",1.92277321538463,4.80610148269231,6.32295092674376,6.26948558484497e-09,3.79981960543893e-08,9.71219622237843
"A_23_P215658",1.14237320961541,7.6684628875,6.32211847861479,6.2940330998793e-09,3.81402115676607e-08,9.70836514901297
"A_33_P3419239",-1.95654066346153,3.21616539519231,-6.32114315519287,6.32291438702453e-09,3.83084336213505e-08,9.70387682555282
"A_33_P3273552",1.52439857307695,7.32344141923077,6.32107678196699,6.32488457502239e-09,3.8313579554845e-08,9.70357139505512
"A_23_P41629",2.25540567884617,3.33645027980769,6.32054168948905,6.34079011181096e-09,3.8389519729372e-08,9.70110910581036
"A_23_P170541",-1.21454650826923,2.70598677721154,-6.32043340031321,6.34401378631351e-09,3.84022353918106e-08,9.70061081213724
"A_23_P41789",-1.29774344038461,3.46966783557692,-6.31908261396695,6.38436161452819e-09,3.86396305009591e-08,9.6943954772456
"A_33_P3391476",1.23787936538464,7.30868999423077,6.31731749481986,6.43746716244811e-09,3.89403539221313e-08,9.68627458165914
"A_33_P3310104",3.14297404423079,5.75970432019231,6.31607422657309,6.47513351658069e-09,3.91543408804666e-08,9.68055520897871
"A_23_P210886",1.00958303076925,7.63509031153846,6.31546602485838,6.49363883355842e-09,3.9252353005752e-08,9.67775749922617
"A_24_P221485",1.68186654134616,2.24971030817308,6.31516818757467,6.50271993030108e-09,3.93002962124261e-08,9.67638750067122
"A_23_P54963",1.11736521153848,4.56496464423077,6.31495500164147,6.50922768645329e-09,3.9332672795834e-08,9.67540690107292
"A_33_P3404221",1.07050941000001,2.08672822576923,6.31477612194289,6.51469315925760e-09,3.93587409443094e-08,9.67458411264725
"A_23_P421032",-1.87364293269229,8.74192050865385,-6.31473291208881,6.51601406744672e-09,3.9359764776026e-08,9.67438536294188
"A_23_P91512",1.1577997846154,4.51460596346154,6.31447567493658,6.52388317433592e-09,3.94003354325662e-08,9.67320217767646
"A_24_P147169",-1.10659412884614,4.28536558557692,-6.31436548769937,6.52725676366489e-09,3.94137463261538e-08,9.6726953682481
"A_33_P3352134",1.14097730000001,2.863152125,6.31301635278324,6.56870282612554e-09,3.96360050671579e-08,9.66649030436191
"A_24_P86389",1.09992865769233,8.55632884807692,6.31262138253349,6.58088553794547e-09,3.97025080027515e-08,9.66467383389475
"A_24_P289709",-1.70383764230769,2.55551122884615,-6.31223229521653,6.59290858029598e-09,3.97539943553109e-08,9.66288446894413
"A_23_P14464",1.32985919807694,5.66114986634615,6.31202331394058,6.59937517263626e-09,3.97859685231438e-08,9.66192341006913
"A_24_P213370",-1.13091325384613,7.58606807884615,-6.31069815366319,6.64052598141934e-09,4.00199399899255e-08,9.65582962221106
"A_24_P305662",1.20365057692309,4.33672569423077,6.31010540995422,6.65901453774196e-09,4.01101487125346e-08,9.65310405909601
"A_32_P60635",-3.25169825192306,5.93938566442308,-6.30935498904911,6.68249411317782e-09,4.02373958553386e-08,9.64965362724776
"A_33_P3419134",-2.13358008076922,4.90891374615385,-6.30743312272935,6.74299946093601e-09,4.0574149078884e-08,9.64081773557812
"A_33_P3419808",2.01254754038464,6.63430945288462,6.30742776612654,6.74316885344001e-09,4.0574149078884e-08,9.6407931099772
"A_33_P3287379",-1.69153698653844,7.28159158173077,-6.30648581236381,6.77302171927481e-09,4.07394336494758e-08,9.63646286648883
"A_32_P183218",1.62740658269232,4.6470399125,6.30623219295618,6.78108179746318e-09,4.07735653619497e-08,9.63529700566377
"A_32_P420563",-1.35938013076921,8.65595156538462,-6.30610967952663,6.78497868763436e-09,4.07898217515662e-08,9.63473383230807
"A_24_P381505",-1.07629615384615,3.98714789038462,-6.30602897331247,6.78754698622802e-09,4.07980866239199e-08,9.63436284228417
"A_23_P376759",1.02823046346156,6.75200220096154,6.3057750798169,6.79563284473048e-09,4.08349249285359e-08,9.63319575953463
"A_23_P19987",1.93231215000002,7.38225091730769,6.30529149334889,6.81106012332183e-09,4.09178327232882e-08,9.63097289603783
"A_23_P58676",-1.41515133269228,9.77778762019231,-6.3045449129297,6.83494522833602e-09,4.1046896124422e-08,9.62754129970308
"A_23_P67913",1.03229405769232,3.78945480384615,6.30356810606324,6.86632066918447e-09,4.12280764859886e-08,9.62305176222839
"A_23_P163278",1.13405116923079,6.37660425,6.30267532864249,6.89512125792101e-09,4.13792011867124e-08,9.61894870933105
"A_23_P20427",-1.48332116923074,9.50715414615385,-6.30223853127373,6.90925550859612e-09,4.14421970609477e-08,9.61694135834488
"A_23_P106720",1.20568400384617,3.40323360576923,6.30144488103617,6.93501025963824e-09,4.15893781938972e-08,9.61329421050589
"A_33_P3357227",1.33708980846155,4.18551901692308,6.30116122015599,6.94423828808105e-09,4.16374140328845e-08,9.61199072276729
"A_32_P780817",-2.81081736538461,4.67972994038462,-6.29951496944404,6.99803351371619e-09,4.19378996492568e-08,9.60442633945659
"A_23_P201647",1.04528439038464,6.67664271826923,6.29842768673274,7.0337882349035e-09,4.21373962905199e-08,9.59943085524373
"A_24_P7584",-2.13879518076922,6.67067246730769,-6.29623934090868,7.10629787347179e-09,4.25643210458886e-08,9.58937775146229
"A_33_P3345586",-1.37034030192307,2.53393136634615,-6.29491816739352,7.15043055281022e-09,4.28136569603629e-08,9.58330913764388
"A_24_P152325",1.05941224038464,7.21318115480769,6.29414833972554,7.17627050012324e-09,4.29608501761318e-08,9.5797733137564
"A_33_P3287529",1.13672582307694,6.90522119230769,6.29390738305499,7.18437732931628e-09,4.30018508576464e-08,9.57866663816421
"A_33_P3221253",1.35127769807694,4.20622104903846,6.29318109220514,7.20886758209218e-09,4.31333310972618e-08,9.5753310156774
"A_23_P206626",-1.68585422307691,4.51982743076923,-6.29266888292942,7.2261885669044e-09,4.32218379321948e-08,9.57297870611401
"A_23_P334857",-2.3842222653846,6.33312816730769,-6.29237696841444,7.23607836639888e-09,4.32734196638581e-08,9.57163813393736
"A_33_P3231888",1.27859818076925,7.38354981153846,6.29182191588946,7.25491987367877e-09,4.33785072663917e-08,9.56908921866127
"A_32_P142440",-1.84764336923075,8.46730967115385,-6.29136395063421,7.270502127681e-09,4.34612518944093e-08,9.56698622451297
"A_24_P46334",1.08234360961541,8.27391779326923,6.29134048269249,7.27130151198335e-09,4.34612518944093e-08,9.56687846067936
"A_33_P3293403",-1.45118327115384,4.10055118365385,-6.29090346045386,7.28620356667263e-09,4.35427091817431e-08,9.56487170550175
"A_23_P401774",-1.58979450961537,4.93257702596154,-6.29065994574552,7.29452025472063e-09,4.35847903980275e-08,9.56375354165767
"A_23_P131208",-1.52949200576921,9.42456084326923,-6.28993713209329,7.31926147035915e-09,4.37249763791134e-08,9.56043466181754
"A_23_P69791",1.18310835576925,6.91906564519231,6.28918759715103,7.34500472154909e-09,4.38481132372882e-08,9.55699327012165
"A_24_P376129",1.3083789846154,5.15735075384615,6.28807209735171,7.3834826636376e-09,4.40547369333434e-08,9.55187194172932
"A_33_P3371305",-1.51386338653845,5.04680927980769,-6.28797773418916,7.38674672071791e-09,4.40665206202968e-08,9.55143873346139
"A_24_P15621",1.91924329730771,3.56619086865385,6.28773041545718,7.3953083211507e-09,4.41022024322914e-08,9.55030334120664
"A_33_P3209162",-1.00810313653845,5.87051387980769,-6.28751536736667,7.40276073944041e-09,4.4138944768235e-08,9.54931611360384
"A_23_P67042",1.02361342307694,5.92723415,6.28538795987408,7.47688546125263e-09,4.45351205147426e-08,9.53955058387105
"A_24_P128442",1.93005115576925,6.21676463365385,6.28536054156488,7.4778455515183e-09,4.45351205147426e-08,9.5394247341862
"A_23_P160849",-1.06726719999998,9.31019626538462,-6.28503233134531,7.48934773053663e-09,4.45852270067805e-08,9.53791827279672
"A_32_P221",-1.49108214230768,3.68748777115385,-6.28267137325635,7.57260355640333e-09,4.50338043438648e-08,9.5270826932217
"A_33_P3308263",1.09954305769232,5.04026223846154,6.28175170994457,7.60528056819363e-09,4.52045393257803e-08,9.52286241173761
"A_23_P127978",1.40537884038462,1.89574612211538,6.28151093981759,7.61385843007006e-09,4.52476569393402e-08,9.52175757781691
"A_33_P3285565",1.44800902884619,11.3941276682692,6.28081714698066,7.63862941261762e-09,4.53869753539906e-08,9.51857404316946
"A_33_P3314276",1.56758278653848,6.84948944519231,6.28006569985421,7.66554851286218e-09,4.55231836023572e-08,9.51512613596095
"A_23_P65041",1.11779802115386,3.5619605375,6.27884785659429,7.70937409394343e-09,4.57595996966953e-08,9.50953863393553
"A_23_P381746",-1.31109493076922,4.28027147884615,-6.27718973425648,7.76944105663369e-09,4.61001221383283e-08,9.50193190751433
"A_33_P3356080",-2.49238733653845,4.68924655096154,-6.2765862087027,7.79141865873195e-09,4.62113122572024e-08,9.49916342726813
"A_23_P384635",-1.17903821346151,8.82359000865385,-6.2765386490933,7.79315316237653e-09,4.62113122572024e-08,9.49894526791711
"A_23_P402778",-1.99049439423076,3.58532250673077,-6.27648516232893,7.79510428479138e-09,4.62122875072882e-08,9.49869992117512
"A_33_P3461039",-1.08753827499999,4.80751041057692,-6.27644252097139,7.79666012696354e-09,4.62126546545954e-08,9.49850432359235
"A_33_P3265444",-1.46479664615384,2.96935532307692,-6.27632823594934,7.80083151974126e-09,4.62221916864822e-08,9.49798009667638
"A_33_P3219939",-1.37625934423075,6.59709397403846,-6.27556810170391,7.82863239528629e-09,4.63628103201787e-08,9.49449346092384
"A_23_P100455",1.15252454807694,5.33896091826923,6.27436306627527,7.87290523452467e-09,4.66007859425639e-08,9.48896651449593
"A_33_P3315258",1.05345685000002,5.17199005384615,6.27391736173591,7.88934282035203e-09,4.66738327497566e-08,9.48692239358498
"A_24_P217834",1.09495764807695,10.1411316182692,6.27381591400773,7.89308893794469e-09,4.66879147198068e-08,9.48645713621923
"A_23_P329768",1.2199677596154,6.01257523942308,6.27372021713311,7.89662430364854e-09,4.67007454276156e-08,9.48601825642187
"A_33_P3423551",1.55852370384618,6.44108768269231,6.2731983554024,7.91593112757667e-09,4.68068281843891e-08,9.48362497601183
"A_33_P3768930",2.90154475000003,8.20407480384615,6.27288641220572,7.92749401123376e-09,4.68670923185755e-08,9.48219443419943
"A_33_P3368695",-1.47576188961537,4.74514112057692,-6.27248318638078,7.94246517110797e-09,4.69474817471872e-08,9.48034532678333
"A_33_P3377519",-1.25369099807691,6.51658860096154,-6.27042397572719,8.01935627994684e-09,4.73866399564021e-08,9.47090306854795
"A_33_P3312802",-1.1539578807692,10.2958807230769,-6.2704192532977,8.01953345662423e-09,4.73866399564021e-08,9.47088141604399
"A_33_P3334092",-1.62185022307691,5.38686399807692,-6.26707760503015,8.14587831821375e-09,4.80968825741822e-08,9.45556169976973
"A_33_P3237413",-2.05817728846151,11.4621910192308,-6.26705427150667,8.14676740205701e-09,4.80968825741822e-08,9.45545474077011
"A_33_P3225948",-1.10927514615384,2.05032241346154,-6.26590019385687,8.19086114022829e-09,4.83071439538343e-08,9.45016476735723
"A_23_P44155",-1.25168306153844,8.89969158461538,-6.26526667235416,8.21516598189703e-09,4.84421284732079e-08,9.44726106799542
"A_33_P3293511",-1.04488567499999,3.18033971826923,-6.26436076587938,8.25004435943072e-09,4.86394043357055e-08,9.44310914410095
"A_33_P3402773",-1.72140545961537,4.85082622211538,-6.26383339661682,8.27041583437319e-09,4.87510992354507e-08,9.44069224660304
"A_24_P299474",-1.9156710153846,7.14916983269231,-6.26207466714783,8.33871201052209e-09,4.91282648493066e-08,9.43263277829001
"A_23_P144959",1.36688127115388,10.2296653951923,6.26202177219751,8.3407746526325e-09,4.91319489834459e-08,9.43239040041509
"A_33_P3815064",-1.62283121153845,6.72242543653846,-6.25917447818943,8.45255049942519e-09,4.97303844615923e-08,9.41934476394694
"A_23_P402670",2.05534240384617,3.91294963269231,6.2586019354746,8.47520441447008e-09,4.98550873343367e-08,9.41672183326388
"A_33_P3281867",1.1350122423077,3.82502575,6.25852104866336,8.47840970122254e-09,4.98653611178407e-08,9.41635128370111
"A_24_P382319",1.28678796346156,8.82333463173077,6.25826422163132,8.48859486204531e-09,4.99166760999991e-08,9.41517475105128
"A_33_P3329352",-1.4906815576923,5.40943039807692,-6.25528271606327,8.60772087722727e-09,5.05997803518933e-08,9.40151799192182
"A_24_P237036",-1.40575423269229,6.24811199134615,-6.25521113581491,8.61060103052756e-09,5.06075340428395e-08,9.40119015572323
"A_23_P149545",1.67444349923078,2.73238137538462,6.25517635437998,8.61200086379772e-09,5.06075340428395e-08,9.40103085801959
"A_33_P3390521",1.24900916826924,4.06666127163462,6.25458498658367,8.63583574925268e-09,5.07388747708326e-08,9.39832247691144
"A_33_P3410225",1.21457653269232,4.22202314134615,6.25393845363679,8.66196846467482e-09,5.08749257780033e-08,9.39536158086561
"A_33_P3261328",-1.66526399423076,5.54627955288462,-6.25331085301341,8.68741050163607e-09,5.10124415057528e-08,9.39248752186331
"A_33_P3242623",1.68039445961541,7.55815913173077,6.25328730420231,8.68836656953729e-09,5.10124415057528e-08,9.39237968407269
"A_24_P195794",1.07172465384619,12.6781549230769,6.25175639761909,8.75074354138967e-09,5.13434031025271e-08,9.3853695544696
"A_33_P3269588",1.00656687884618,7.87328042019231,6.25021974142365,8.81379869862823e-09,5.16867526016828e-08,9.37833388508463
"A_33_P3292283",-1.8873442076923,3.50749425,-6.24776948679077,8.91527014370951e-09,5.22459590815056e-08,9.36711688671392
"A_33_P3241428",-1.15750764230767,7.16109254615385,-6.24469845812281,9.04407692078672e-09,5.29826360553989e-08,9.353060891766
"A_23_P44836",1.35179765384617,5.20967620961538,6.24428071156788,9.06173942159860e-09,5.30770114202373e-08,9.35114912404794
"A_23_P126689",1.14347710384617,4.92713217692308,6.24421965772124,9.06432365026372e-09,5.30830521392778e-08,9.3508697232378
"A_23_P50108",1.0693748519231,8.03275509326923,6.24368513379168,9.08697951023223e-09,5.31975030995493e-08,9.34842363395036
"A_33_P3382229",-1.75786103980769,2.43473488009615,-6.2408408730782,9.20847584822369e-09,5.38718688892402e-08,9.33540933530152
"A_33_P3304427",1.19047540192308,2.14865267019231,6.24056663620051,9.22027453038621e-09,5.39224370012304e-08,9.33415467097514
"A_24_P410100",-1.69286976153845,5.00228559615385,-6.24033997302152,9.23003766372101e-09,5.39703006258938e-08,9.33311768069022
"A_23_P60259",2.26412790769233,4.61011056538462,6.24020359177378,9.23591696503962e-09,5.39954420413801e-08,9.33249374103905
"A_33_P3224070",-1.07449923653845,5.36725346057692,-6.23774671688794,9.34246560923464e-09,5.45530409840225e-08,9.3212546905568
"A_33_P3287731",-1.09682548576923,2.41306428596154,-6.2365196077291,9.39613510575738e-09,5.48570600034337e-08,9.31564200116077
"A_33_P3219770",1.75906971923078,3.28805931538462,6.23551594022993,9.44025787992382e-09,5.50586777536403e-08,9.31105169067763
"A_23_P166775",1.01001364807693,3.29868760096154,6.23530032224114,9.44976339626477e-09,5.51042753624221e-08,9.31006559803068
"A_23_P370544",-1.03569597499998,7.46174411826923,-6.23460691691647,9.48039616044603e-09,5.52734746635727e-08,9.30689453129764
"A_33_P3288246",-1.84546364807691,5.33738416057692,-6.23406296525924,9.50449495621984e-09,5.54045278118116e-08,9.30440705618528
"A_33_P3219572",-1.38505999230767,9.54500037884615,-6.23397564072647,9.5083693325939e-09,5.54176622158665e-08,9.30400773291166
"A_23_P103226",1.24267895769232,3.08311910961538,6.23275303935871,9.56277691999476e-09,5.57084162615196e-08,9.29841721180828
"A_33_P3589217",1.1319291942308,8.85392428557692,6.23198760103748,9.59699614697535e-09,5.58865620599759e-08,9.29491739084883
"A_24_P626951",2.24968358076926,8.57383274807692,6.23128082073756,9.62870020261724e-09,5.60616349899617e-08,9.29168594774602
"A_23_P218190",-1.27203196346152,7.15215975096154,-6.23065986388354,9.65663965041098e-09,5.61955929809327e-08,9.28884703360311
"A_23_P13740",-1.2109030153846,6.54772281153846,-6.23021956429018,9.67649897465729e-09,5.63015769277804e-08,9.28683413391447
"A_23_P11286",2.17074145384618,8.96294981923077,6.23011335023629,9.68129568923859e-09,5.63198996843504e-08,9.28634856923843
"A_23_P159406",2.89752131153848,5.98332718269231,6.22884440677532,9.73878379864746e-09,5.66350538600147e-08,9.28054780313899
"A_33_P3309551",-1.15159902884613,7.54686662019231,-6.22788863664463,9.78230595862018e-09,5.68784767109225e-08,9.27617901582169
"A_33_P3268478",-1.96490997115384,4.71657672788462,-6.22597916332783,9.86983102259295e-09,5.73678683634237e-08,9.26745181192282
"A_23_P4074",-3.29779329423075,6.63835343173077,-6.22245721489746,1.00332969883551e-08,5.82486737352142e-08,9.25135805661275
"A_33_P3280779",1.33755784461539,2.69585619115385,6.22200471410878,1.00544916320999e-08,5.83618080251436e-08,9.24929063082175
"A_23_P253542",2.15001512307694,3.35535770384615,6.22186070138706,1.00612462831364e-08,5.83911004578016e-08,9.24863266722712
"A_23_P144071",1.31172825769233,6.31005904423077,6.2210439000333,1.00996415472099e-08,5.85840907870823e-08,9.2449010076624
"A_33_P3295203",-2.38551023076921,7.47580888846154,-6.21803415108939,1.02423708861088e-08,5.93395890775793e-08,9.23115253932381
"A_33_P3220386",-1.63407980865384,3.13427244951923,-6.21800477616148,1.02437736637158e-08,5.93395890775793e-08,9.23101837039061
"A_23_P18017",-1.43551624999998,9.79638307692308,-6.21763565843058,1.02614167502267e-08,5.94115868517953e-08,9.22933246324639
"A_23_P162386",-1.15391086346152,6.89817560096154,-6.21570821348422,1.0354032368478e-08,5.98869523606912e-08,9.2205298068188
"A_23_P322043",1.18476652884617,6.90914672403846,6.21530607545302,1.0373459113968e-08,5.99790177423491e-08,9.21869339789172
"A_23_P376172",-1.37797701288461,2.88125953971154,-6.21516765356516,1.03801543956139e-08,6.00075795205936e-08,9.21806129131876
"A_24_P257971",1.3635676873077,2.84383952057692,6.21487756746755,1.03941992898007e-08,6.00786124997053e-08,9.21673662788224
"A_33_P3385785",-2.1872489951923,4.20292123509615,-6.21457837858005,1.04087045266224e-08,6.01522817977232e-08,9.21537042689255
"A_33_P3331831",-1.40777221153845,5.54154980576923,-6.21252300549985,1.05088935513418e-08,6.07107500871245e-08,9.20598569562541
"A_33_P3843415",-1.9942629876923,3.795931135,-6.21206324852874,1.05314341163806e-08,6.0822976469306e-08,9.20388666423197
"A_32_P74964",1.33155815000002,5.88307013076923,6.21198818700385,1.05351186893278e-08,6.08314125265698e-08,9.20354397586274
"A_23_P258612",-1.78479571923075,6.36393904615385,-6.21082203242085,1.059252560837e-08,6.11445532444508e-08,9.19822022070483
"A_33_P3409934",1.03894090384617,6.60406772115385,6.21041143169677,1.0612811763975e-08,6.1248986075968e-08,9.19634584689049
"A_33_P3359704",1.32160970000001,2.70732368653846,6.20857312140476,1.07041058331337e-08,6.17393693045715e-08,9.18795474498735
"A_33_P3384498",-1.39394886346153,4.26222589903846,-6.20802102143736,1.07316750038168e-08,6.18827339162398e-08,9.1854348683759
"A_33_P3419049",-1.25092167115384,2.32569137980769,-6.20690332961235,1.07877014621229e-08,6.21848227790467e-08,9.18033385296286
"A_33_P3306068",1.27066991153849,8.02379529807692,6.20630065969256,1.08180309688487e-08,6.23491405510291e-08,9.17758351377147
"A_33_P3273324",-1.13764619423075,6.83165947788462,-6.20625239179297,1.08204636937628e-08,6.23526484227737e-08,9.17736324414595
"A_23_P82975",1.37465370769232,3.78947098461538,6.20597754257768,1.0834326502578e-08,6.24220095799128e-08,9.17610899016794
"A_33_P3282023",-2.06478750384615,3.235887125,-6.20561701359186,1.08525373565548e-08,6.25058609029675e-08,9.17446378186332
"A_33_P3375894",1.33567023076924,4.019555225,6.2041413278961,1.09273913704212e-08,6.28945982850832e-08,9.16773021995654
"A_33_P3248962",-1.1619322076923,3.44936863269231,-6.20254517511023,1.10089288984595e-08,6.33532351070777e-08,9.16044780013833
"A_33_P3327673",-1.6479898826923,4.69222255096154,-6.20218358172301,1.10274835911063e-08,6.34386522374261e-08,9.15879815695977
"A_23_P108082",-1.8550961076923,5.36794589423077,-6.20095270409683,1.10908757656378e-08,6.37389721413581e-08,9.1531830426229
"A_33_P3209816",1.00228814615386,3.14481006730769,6.20045284608125,1.11167216624142e-08,6.38767686310815e-08,9.15090289834671
"A_23_P74012",3.04706086538463,4.11734736538462,6.198529651669,1.12167179243281e-08,6.44188623668192e-08,9.1421308795834
"A_23_P58009",1.2759147519231,6.56470117980769,6.19816701360116,1.12356723244318e-08,6.45168800715694e-08,9.14047696657901
"A_33_P3213888",-1.24793738461537,4.51768921153846,-6.19768144097032,1.12611017135108e-08,6.46411821784956e-08,9.13826244610454
"A_33_P3292994",-1.92220137980769,3.44182000432692,-6.19608472774786,1.13451219487664e-08,6.50906853935351e-08,9.13098098378899
"A_33_P3240787",-1.67952854807692,3.47635439903846,-6.19574879857277,1.13628772865805e-08,6.51706768938225e-08,9.12944916281709
"A_33_P3449097",1.13443888076926,7.75276077115385,6.19425824164844,1.14419906512933e-08,6.55914080887403e-08,9.12265275912217
"A_23_P364355",-2.52721750192306,6.05847120673077,-6.19293759172992,1.15125392992805e-08,6.59847637269126e-08,9.11663170408732
"A_33_P3320698",-1.93564256538461,3.89256338461538,-6.1923594448689,1.15435584288019e-08,6.61403717351216e-08,9.113996027199
"A_33_P3231382",1.33743676538462,1.96184954423077,6.1923080454186,1.15463201301238e-08,6.61419726369631e-08,9.11376171104746
"A_33_P3391120",-1.15632957115384,4.13493619134615,-6.19228222499942,1.15477077113593e-08,6.61419726369631e-08,9.11364400310101
"A_33_P3381781",1.06331039230771,5.52481418076923,6.19200317748525,1.15627141248232e-08,6.62168297753109e-08,9.11237191939271
"A_23_P76078",1.21921108846156,6.72968274038462,6.1910118255173,1.16161818866281e-08,6.64896090808121e-08,9.10785289459175
"A_33_P3290403",1.28036872307694,6.71795892307692,6.19089026547707,1.16227548736377e-08,6.65160940642152e-08,9.10729879278537
"A_33_P3240972",-1.10643279807691,4.82566576634615,-6.18950095239176,1.16981385202188e-08,6.69363021487513e-08,9.1009663066482
"A_33_P3218531",-2.21811683461537,6.01534632307692,-6.18875383157707,1.17388760242521e-08,6.71244561955522e-08,9.09756120447986
"A_33_P3351851",1.04278075576924,3.65466756634615,6.18839262229533,1.17586214149248e-08,6.72261173818991e-08,9.09591501376592
"A_33_P3378334",1.32955221538463,5.19850292692308,6.18825294942434,1.17662653588244e-08,6.72585700268717e-08,9.09527847458555
"A_33_P3287058",-1.56208855384615,3.65176168076923,-6.18794812950151,1.17829643911287e-08,6.73427640498162e-08,9.0938893244616
"A_23_P368195",1.12883091346155,3.63974710096154,6.18779953167831,1.17911135306251e-08,6.7366811602433e-08,9.09321213391414
"A_33_P3228510",-2.04945046923076,5.46339580576923,-6.18743292759318,1.18112419428501e-08,6.74705353162506e-08,9.09154147674688
"A_33_P3416881",1.30993294423078,3.39853700865385,6.18539795301332,1.19235894106859e-08,6.80668097570938e-08,9.08226869904738
"A_33_P3290354",1.53284249423078,2.41480837980769,6.18531705859208,1.19280771469667e-08,6.80810587935822e-08,9.08190011638616
"A_33_P3239405",1.02584205769232,4.77934059038462,6.1850091500024,1.19451740545788e-08,6.81672595505285e-08,9.0804972000046
"A_23_P351215",1.00333164423079,7.2078689125,6.18367508447486,1.20195286353092e-08,6.85686828005295e-08,9.07441920510064
"A_23_P303718",-1.03454781538459,9.72021241730769,-6.18343478222473,1.2032970346405e-08,6.86224600185458e-08,9.0733244542502
"A_33_P3225096",1.17780351153848,4.07612964807692,6.18284452397244,1.20660503405505e-08,6.8788158570887e-08,9.07063548428804
"A_33_P3535175",-2.25936640769229,9.79076921346154,-6.18214313359684,1.21054750533943e-08,6.8989905593561e-08,9.06744039810939
"A_33_P3339100",-1.0768380076923,4.50410833846154,-6.18099854118961,1.2170084607077e-08,6.93234464462112e-08,9.06222672910426
"A_23_P362712",1.29896083846155,3.79074758076923,6.18094535630446,1.21730950153067e-08,6.93290414708813e-08,9.0619844805277
"A_33_P3412479",1.05943281346156,5.54944862211538,6.17937296469625,1.22624288857747e-08,6.98029319904141e-08,9.05482292881796
"A_33_P3395758",-1.08736442692306,5.20664185769231,-6.17831466649913,1.2322918405974e-08,7.01005691248811e-08,9.05000332413921
"A_33_P3419108",-1.62592431153846,3.00137922884615,-6.1764322189573,1.24312415303375e-08,7.06814918881446e-08,9.0414314046285
"A_33_P3276505",-1.60250467692306,7.43882975576923,-6.17546426598499,1.2487305869053e-08,7.0976650568979e-08,9.03702420469286
"A_23_P49060",1.76612287884617,5.34959315288462,6.17446886550493,1.25452197894398e-08,7.1293973077709e-08,9.0324923690387
"A_23_P113393",-1.58629601153844,8.12316607307692,-6.17400137126125,1.25725105679768e-08,7.14134477808491e-08,9.03036408993472
"A_33_P3280694",-1.29216457115382,9.03116737211538,-6.17373345893014,1.25881767665157e-08,7.14905543129768e-08,9.02914444630379
"A_33_P3380850",-1.40990386153845,4.30100566346154,-6.1730533441335,1.26280329786173e-08,7.16811775669339e-08,9.02604840377976
"A_23_P129075",1.15114033653847,1.85913235019231,6.17217539719563,1.26796664663897e-08,7.19623175860202e-08,9.02205201813641
"A_33_P3452003",-2.43400104999997,9.89334491923077,-6.17127517874315,1.27328257538213e-08,7.22398940534949e-08,9.01795452874598
"A_33_P3211260",-1.37456903846152,8.49238892692308,-6.16984468678215,1.28177505218228e-08,7.26820952609815e-08,9.01144398795731
"A_23_P5703",-1.72085647884614,4.88981928365385,-6.16981954779595,1.28192479398665e-08,7.26820952609815e-08,9.01132958019708
"A_23_P129169",-1.98595605961537,5.71818517596154,-6.16930276521009,1.28500686048111e-08,7.28447587260794e-08,9.00897774607375
"A_23_P217341",-1.93245609423076,4.84384870865385,-6.16829230001945,1.29105433392652e-08,7.31511856399971e-08,9.0043794697496
"A_24_P942493",-1.35549862115384,4.09305600480769,-6.16794611384676,1.29313264490981e-08,7.32568001341598e-08,9.00280417757242
"A_32_P2392",1.00685136538464,7.62483083846154,6.16587311947294,1.30564690096091e-08,7.39289846207503e-08,8.99337204881521
"A_23_P406025",-1.25471020384613,8.02145743269231,-6.1650431341972,1.31069073833227e-08,7.42022880232065e-08,8.98959602955958
"A_33_P3313352",-1.5157956153846,4.75508844423077,-6.16463488665395,1.31317870518502e-08,7.43308290765681e-08,8.987738793956
"A_33_P3394213",-1.57982185961536,7.41523567596154,-6.16390920551145,1.3176126858396e-08,7.45694609934688e-08,8.98443760351335
"A_33_P3330549",1.15112410769232,5.54239509615385,6.1623465391499,1.32721086319337e-08,7.50753747088183e-08,8.97732950735528
"A_33_P3335047",-1.98816502307692,3.528028325,-6.15921114119147,1.34667726039023e-08,7.61135396691784e-08,8.96307007556048
